ID,电话,婚姻,学历
ID-008578,15190593800,未婚,高中
ID-020911,15373149562,未婚,研究生
ID-018556,13913977341,已婚,研究生
ID-017943,15016878459,已婚,本科
ID-004554,15320027421,已婚,高中
ID-008018,13980749081,未婚,高中
ID-012705,13608248164,未婚,高中
ID-009015,15084613888,已婚,大专
ID-023730,18597978097,已婚,研究生
ID-017893,15319602212,已婚,研究生
ID-015405,15134132056,已婚,本科
ID-026234,13690042190,未婚,大专
ID-018910,13674464501,未婚,初中
ID-018726,15840326941,已婚,初中
ID-013523,15050203364,未婚,初中
ID-006708,13632410089,未婚,本科
ID-021868,18800066870,已婚,高中
ID-021658,18914455921,未婚,本科
ID-025656,15126781140,已婚,初中
ID-019987,15878522547,已婚,研究生
ID-015131,15333640341,已婚,初中
ID-019645,13945142395,未婚,初中
ID-028502,15098131052,未婚,本科
ID-018043,15000756046,已婚,高中
ID-018014,15040637194,已婚,本科
ID-025409,18900308454,未婚,高中
ID-010070,13694704332,未婚,高中
ID-025934,15832874789,未婚,研究生
ID-029520,15363238453,未婚,研究生
ID-014347,15193662411,未婚,高中
ID-006908,13948546919,已婚,高中
ID-013537,13619081177,已婚,初中
ID-025383,13982572730,已婚,高中
ID-015955,15853890788,已婚,本科
ID-007283,15818552986,未婚,研究生
ID-029227,15806671254,未婚,初中
ID-000660,15072315374,未婚,研究生
ID-020620,15149621735,已婚,研究生
ID-020384,18552745207,已婚,研究生
ID-001081,18961576105,已婚,研究生
ID-024619,15872271472,未婚,高中
ID-010104,13939295973,未婚,初中
ID-016921,15880395447,已婚,高中
ID-017793,18502990630,未婚,高中
ID-020545,13953048920,未婚,研究生
ID-001104,15159178586,未婚,本科
ID-000354,13983010067,未婚,大专
ID-026977,15827313343,已婚,初中
ID-000129,18939945164,未婚,本科
ID-028012,18504602554,未婚,研究生
ID-023831,15392101793,已婚,研究生
ID-005290,13964045711,已婚,初中
ID-018969,15185654192,已婚,初中
ID-016875,15079912938,已婚,初中
ID-012268,15198426687,未婚,大专
ID-019344,15086626995,已婚,本科
ID-009042,15327532063,已婚,高中
ID-009637,15824579723,未婚,本科
ID-004802,13945997909,未婚,大专
ID-019722,15337978596,未婚,本科
ID-009346,15184161267,未婚,高中
ID-002820,18926780057,已婚,大专
ID-008981,13943265119,已婚,本科
ID-023267,15133436295,未婚,本科
ID-027547,18880872813,已婚,研究生
ID-004171,13929445667,未婚,本科
ID-016332,18974136711,未婚,初中
ID-022669,18980407606,未婚,研究生
ID-018863,15813828240,未婚,本科
ID-019047,15818453807,未婚,本科
ID-004626,18933870144,已婚,初中
ID-022295,13937568977,已婚,研究生
ID-020370,18991457022,未婚,高中
ID-015803,15851932978,未婚,研究生
ID-017378,13658624351,已婚,初中
ID-021916,13903845084,已婚,研究生
ID-002218,15193508429,未婚,研究生
ID-022274,15145145541,未婚,初中
ID-016687,13642417453,已婚,高中
ID-008691,18893150730,未婚,大专
ID-020947,15119919456,已婚,研究生
ID-008029,18925911019,已婚,研究生
ID-010299,15017284999,已婚,初中
ID-018486,15134820180,未婚,研究生
ID-021341,18599701951,未婚,研究生
ID-019160,18907932496,已婚,高中
ID-029982,18901851650,未婚,研究生
ID-006456,13951850692,已婚,初中
ID-029860,18935551488,未婚,本科
ID-019518,15366117948,未婚,大专
ID-025614,15013977506,已婚,高中
ID-022493,18511917118,已婚,本科
ID-011415,18531605775,已婚,研究生
ID-015480,18862991821,未婚,大专
ID-010723,13927725592,未婚,初中
ID-003825,15195318569,已婚,研究生
ID-007222,18812060008,已婚,大专
ID-014472,13989159164,已婚,研究生
ID-025509,18955553758,已婚,大专
ID-028193,18589672370,未婚,高中
ID-024929,15014297137,已婚,研究生
ID-008930,13917137467,未婚,本科
ID-015373,18973339893,未婚,本科
ID-029884,15094503821,已婚,初中
ID-000801,15357448565,已婚,本科
ID-027316,18830897688,已婚,大专
ID-018264,15164208317,未婚,高中
ID-009345,18834492009,未婚,大专
ID-003219,15888331387,未婚,高中
ID-010028,18573840813,已婚,本科
ID-009442,15023949053,未婚,大专
ID-015605,15017185788,已婚,初中
ID-017217,13632230684,未婚,初中
ID-009924,18902748118,已婚,本科
ID-026991,15345534411,未婚,初中
ID-009509,15374796786,未婚,本科
ID-002414,13638951823,未婚,高中
ID-024399,18925548724,未婚,本科
ID-018180,15874746430,未婚,大专
ID-010036,15039373884,已婚,大专
ID-006432,18827762528,已婚,本科
ID-013335,15832674028,已婚,高中
ID-011481,18954942498,已婚,大专
ID-029325,18581470220,已婚,研究生
ID-010249,15094038034,未婚,大专
ID-000937,18540211796,已婚,初中
ID-012107,13935278902,已婚,研究生
ID-003404,15869605895,未婚,大专
ID-029843,18985078512,未婚,大专
ID-006548,18855478657,已婚,初中
ID-020754,15186028214,未婚,本科
ID-014844,18945186513,已婚,大专
ID-023939,18941989652,未婚,本科
ID-003556,13690895571,未婚,初中
ID-028373,18890317121,未婚,初中
ID-017126,18863627134,已婚,高中
ID-000835,18967706393,已婚,本科
ID-017110,18993368124,已婚,研究生
ID-017012,15332338462,未婚,大专
ID-000964,18533253669,已婚,研究生
ID-002699,15097321166,已婚,研究生
ID-002004,13970092096,未婚,初中
ID-025638,18918467943,未婚,初中
ID-003487,15880693659,未婚,大专
ID-009048,15319189244,已婚,大专
ID-024033,15837435135,未婚,本科
ID-022894,13625651842,已婚,大专
ID-013535,15177672367,未婚,初中
ID-021081,15323918063,未婚,本科
ID-004224,15163523684,已婚,本科
ID-014787,15145496652,已婚,本科
ID-021460,15371234649,已婚,大专
ID-007595,18982928076,已婚,初中
ID-005181,18542023964,已婚,高中
ID-013826,13678095560,已婚,大专
ID-008640,18586961329,未婚,本科
ID-006812,15875960686,已婚,高中
ID-017306,13946949800,未婚,研究生
ID-016460,18841852780,已婚,研究生
ID-014818,15136891361,未婚,本科
ID-025680,15857802122,已婚,高中
ID-003977,15879604128,未婚,本科
ID-027981,15081897753,已婚,大专
ID-013034,18995243813,已婚,高中
ID-029535,18887261246,已婚,大专
ID-019027,15084765020,已婚,高中
ID-001650,18867674701,已婚,初中
ID-023257,18563372756,未婚,研究生
ID-018420,15000702919,未婚,本科
ID-021959,15358883178,未婚,初中
ID-018800,18800046555,已婚,初中
ID-020076,13623676242,未婚,高中
ID-026872,18910243705,未婚,高中
ID-024169,13681175218,未婚,大专
ID-027145,13960671583,已婚,高中
ID-010356,15374723713,未婚,高中
ID-017042,15372731524,未婚,高中
ID-004639,15012236300,已婚,本科
ID-020292,18868258747,已婚,大专
ID-029896,15135723312,已婚,本科
ID-028781,18581757018,已婚,本科
ID-007998,18524681393,已婚,大专
ID-001530,18566099252,已婚,高中
ID-014714,18525197108,已婚,研究生
ID-029617,15898147657,已婚,研究生
ID-002035,15029684537,已婚,大专
ID-028463,15159533378,已婚,研究生
ID-008208,15111728765,已婚,研究生
ID-020808,15881726475,未婚,本科
ID-018801,15135364663,未婚,初中
ID-013023,18852177612,已婚,大专
ID-023871,15163216039,未婚,初中
ID-017693,18963246225,未婚,高中
ID-019156,13967985925,已婚,初中
ID-006717,15134830508,已婚,本科
ID-010418,13661781139,未婚,大专
ID-025046,15875334110,已婚,大专
ID-021544,15348908334,未婚,高中
ID-007370,15196145561,已婚,大专
ID-028659,13675178508,未婚,初中
ID-002550,15178577120,已婚,大专
ID-003250,13938716406,已婚,大专
ID-019295,15821784715,已婚,研究生
ID-014287,15336449732,已婚,大专
ID-019248,15029843175,已婚,本科
ID-011482,13614456399,已婚,高中
ID-003392,13938270248,未婚,高中
ID-013929,13606608543,未婚,初中
ID-010815,15362839642,已婚,本科
ID-028836,18835475768,未婚,本科
ID-026630,18883411887,未婚,高中
ID-023504,15134323828,已婚,高中
ID-025402,18940361301,未婚,高中
ID-026996,18801075424,未婚,大专
ID-017819,13953942903,未婚,初中
ID-025603,15316545075,已婚,本科
ID-006700,13634291877,未婚,初中
ID-027415,15099843357,未婚,大专
ID-023827,15183906180,已婚,大专
ID-001919,18548773720,已婚,大专
ID-004904,18960190984,未婚,大专
ID-016776,15056611858,未婚,本科
ID-022947,18836693001,未婚,大专
ID-003820,15355200459,未婚,大专
ID-014240,18831280480,未婚,研究生
ID-010405,18969708423,已婚,本科
ID-012876,18539700309,未婚,大专
ID-012546,15113534552,未婚,研究生
ID-016728,15102268441,已婚,高中
ID-021818,15383710430,已婚,本科
ID-006044,18933043178,已婚,初中
ID-006056,18893995638,已婚,大专
ID-019034,15331803312,已婚,高中
ID-024576,18858431497,未婚,大专
ID-020748,15181652055,已婚,高中
ID-027987,13694713462,未婚,初中
ID-025560,18858173854,已婚,大专
ID-003893,15114870247,未婚,本科
ID-026008,13995256803,已婚,大专
ID-002234,13613270156,已婚,初中
ID-026377,15364583585,已婚,本科
ID-016354,13918930190,未婚,高中
ID-005955,13946056592,未婚,研究生
ID-010189,15093565443,未婚,本科
ID-015595,18894393702,未婚,本科
ID-029416,13669822200,未婚,高中
ID-000239,13601794806,未婚,高中
ID-001947,15061483661,未婚,研究生
ID-009448,13960335859,已婚,高中
ID-020050,18992604103,未婚,本科
ID-014706,18909903476,未婚,高中
ID-027472,13927317581,已婚,高中
ID-013678,15341994070,已婚,研究生
ID-024384,18574319427,已婚,研究生
ID-027763,18876106727,未婚,本科
ID-020090,15872972870,已婚,高中
ID-007546,18582852541,已婚,高中
ID-014951,15336747963,未婚,初中
ID-006106,18540740557,未婚,本科
ID-019048,18527580518,未婚,本科
ID-027800,15105509444,未婚,本科
ID-012073,18593439719,未婚,本科
ID-028911,15310203355,已婚,初中
ID-019931,15895511417,未婚,大专
ID-023023,13969329651,未婚,初中
ID-016762,18916213505,已婚,初中
ID-016134,15165325207,未婚,高中
ID-002101,15123523931,未婚,大专
ID-022845,15323974656,已婚,研究生
ID-020918,15067427312,已婚,高中
ID-017227,15388269895,已婚,高中
ID-010238,18935347975,已婚,初中
ID-003690,18920550068,已婚,大专
ID-005156,15892577493,已婚,初中
ID-008987,18529631254,未婚,研究生
ID-002648,13977166899,已婚,大专
ID-017335,18547682966,未婚,研究生
ID-025776,15325194484,已婚,本科
ID-015288,15855687923,未婚,本科
ID-027703,18505655185,未婚,初中
ID-012978,15111441260,已婚,高中
ID-007570,18891085271,未婚,初中
ID-023266,15102291288,未婚,大专
ID-003181,15134405578,未婚,初中
ID-010579,15340510454,未婚,高中
ID-025340,13692071849,未婚,初中
ID-018156,13641455983,已婚,高中
ID-016228,18598842611,已婚,高中
ID-001628,15873244706,未婚,本科
ID-012554,13613095560,未婚,研究生
ID-011805,15374003769,已婚,高中
ID-004917,15027522270,已婚,研究生
ID-029994,18975753613,已婚,大专
ID-002730,15159615101,未婚,高中
ID-002976,13982396736,已婚,高中
ID-011689,15125062837,已婚,高中
ID-024208,18539791185,未婚,研究生
ID-028082,18875574274,已婚,高中
ID-024467,18588796706,未婚,高中
ID-024011,13637367311,未婚,初中
ID-000601,18839358490,未婚,本科
ID-015923,18976197371,未婚,本科
ID-026744,18541289785,未婚,高中
ID-023118,18854321109,已婚,大专
ID-019009,15160496823,未婚,大专
ID-000188,18899775683,未婚,本科
ID-026311,18504390074,已婚,初中
ID-008382,18961792792,已婚,初中
ID-027357,18873807855,未婚,高中
ID-019821,18507378591,已婚,初中
ID-017674,15311294552,未婚,本科
ID-006926,15196479067,已婚,研究生
ID-018936,13693342206,已婚,研究生
ID-025466,18986442275,已婚,初中
ID-015540,18960327239,未婚,初中
ID-002900,15166097441,未婚,高中
ID-014047,15896231392,已婚,高中
ID-004208,15191152384,已婚,研究生
ID-024885,13968177311,未婚,本科
ID-025908,15364803541,未婚,初中
ID-004914,18904466804,已婚,本科
ID-029840,13644063372,已婚,本科
ID-001485,15873433868,未婚,本科
ID-006483,15036125503,未婚,高中
ID-024227,18532713298,已婚,研究生
ID-009816,15319830980,已婚,本科
ID-021450,15382446053,未婚,高中
ID-029838,15313676824,未婚,大专
ID-000749,18557401253,已婚,高中
ID-010463,15038321201,已婚,初中
ID-028270,13603659212,已婚,初中
ID-028878,15860900362,未婚,大专
ID-018605,15190081334,未婚,大专
ID-010287,18979350775,未婚,本科
ID-002773,15083844809,已婚,初中
ID-016790,13947652526,未婚,本科
ID-022277,13907203528,未婚,初中
ID-018873,18825775392,未婚,初中
ID-022791,15370668199,已婚,大专
ID-016023,18816005378,未婚,初中
ID-025798,15148944767,未婚,本科
ID-019775,13915007234,未婚,本科
ID-026675,15170288247,未婚,大专
ID-027072,15320759167,已婚,初中
ID-029704,15313717426,未婚,研究生
ID-010359,13678220310,未婚,本科
ID-000447,15334075477,已婚,大专
ID-007121,15156485319,已婚,大专
ID-029709,15898473864,未婚,研究生
ID-028924,13622274271,已婚,大专
ID-019002,13914745645,未婚,初中
ID-017713,15124450085,已婚,大专
ID-010348,13957386666,已婚,高中
ID-009758,15183059987,已婚,研究生
ID-004617,15017560834,已婚,研究生
ID-015028,15812318840,已婚,本科
ID-010732,15317127016,已婚,本科
ID-009809,15823230846,已婚,本科
ID-000133,18847641175,未婚,大专
ID-005208,15133732448,未婚,高中
ID-024121,15047933846,未婚,本科
ID-009845,18848891189,未婚,研究生
ID-004889,15158884512,未婚,初中
ID-017504,15068164072,未婚,高中
ID-012217,18884634081,未婚,初中
ID-015369,18813342214,已婚,高中
ID-010501,18538195174,已婚,本科
ID-025038,15181019460,未婚,研究生
ID-022710,13675694480,未婚,高中
ID-025412,13924949516,已婚,研究生
ID-005190,18879644353,未婚,研究生
ID-018947,13929653346,未婚,研究生
ID-020871,15135784714,未婚,初中
ID-006703,15327905166,未婚,大专
ID-022977,15122173465,已婚,大专
ID-025556,18568622138,已婚,初中
ID-006603,15856058740,未婚,研究生
ID-026006,18996773014,已婚,研究生
ID-009800,15041008563,未婚,研究生
ID-015076,18529524479,未婚,研究生
ID-005118,15132540377,已婚,高中
ID-012533,15005383946,已婚,大专
ID-016648,13924581415,未婚,研究生
ID-023877,15807737581,未婚,高中
ID-004392,15035472861,已婚,大专
ID-012294,18840407168,未婚,研究生
ID-004967,18578068463,已婚,大专
ID-003967,18968889612,未婚,本科
ID-012999,13660462097,已婚,初中
ID-017361,15320027530,未婚,研究生
ID-006072,15124914502,已婚,初中
ID-023861,15341586595,未婚,本科
ID-028555,18857205597,未婚,大专
ID-004943,18542224227,已婚,大专
ID-022068,13621096197,未婚,研究生
ID-000419,18942571448,未婚,初中
ID-022939,18818573772,未婚,初中
ID-011799,13693958918,已婚,研究生
ID-026289,13936691174,已婚,本科
ID-008263,13663678385,未婚,初中
ID-000856,15375399362,未婚,大专
ID-028299,15070033431,已婚,本科
ID-018653,18835932411,未婚,研究生
ID-018191,18992073500,未婚,高中
ID-021376,18833508860,未婚,初中
ID-014970,13990583453,未婚,高中
ID-018323,15381350297,未婚,大专
ID-027590,15103731883,未婚,高中
ID-014301,15800466347,未婚,初中
ID-004742,15392995828,已婚,研究生
ID-024822,18540652577,已婚,初中
ID-010125,15009138440,未婚,高中
ID-002331,15123362920,已婚,初中
ID-007833,13991842129,已婚,本科
ID-016463,18885951575,未婚,初中
ID-027153,18826962671,已婚,本科
ID-003290,15026656682,未婚,大专
ID-017998,18556197319,未婚,高中
ID-013224,13940062039,已婚,高中
ID-004226,13915147570,未婚,初中
ID-026645,18538150919,未婚,高中
ID-022616,15363710832,未婚,大专
ID-008737,18505684866,未婚,高中
ID-021742,15366434515,已婚,大专
ID-004632,15325921379,未婚,本科
ID-023362,15147833012,未婚,研究生
ID-001945,13930496974,已婚,本科
ID-009272,13907774246,未婚,大专
ID-028813,13659016173,未婚,高中
ID-007412,15192457688,未婚,初中
